Date,Day,Month,Year,Weekday,Q1,Q2,Q3,Q4,Total Sales,S1,S2,S3,S4,Total Revenue
2020-03-13,13,Mar,2020,Friday,5877,3652,474,1921,11924,18630.09,23153.68,2569.08,13696.73,58049.58
2020-03-14,14,Mar,2020,Saturday,6583,3067,4852,1033,15535,20868.11,19444.78,26297.84,7365.29,73976.01999999999
2020-03-15,15,Mar,2020,Sunday,4215,2820,3701,1821,12557,13361.55,17878.8,20059.42,12983.73,64283.5
2020-03-16,16,Mar,2020,Monday,5698,1300,5846,1415,14259,18062.66,8242.0,31685.32,10088.95,68078.93
2020-03-17,17,Mar,2020,Tuesday,6546,1356,3042,991,11935,20750.82,8597.04,16487.64,7065.83,52901.33
2020-03-18,18,Mar,2020,Wednesday,2397,3264,2155,1376,9192,7598.49,20693.76,11680.1,9810.88,49783.229999999996
2020-03-19,19,Mar,2020,Thursday,6227,3199,3757,1873,15056,19739.59,20281.66,20362.94,13354.49,73738.68000000001
2020-03-20,20,Mar,2020,Friday,5843,723,2891,1811,11268,18522.31,4583.82,15669.22,12912.43,51687.78
2020-03-21,21,Mar,2020,Saturday,5939,3283,1057,1000,11279,18826.63,20814.22,5728.94,7130.0,52499.79000000001
2020-03-22,22,Mar,2020,Sunday,2149,2977,3830,1951,10907,6812.33,18874.18,20758.6,13910.63,60355.74
2020-03-23,23,Mar,2020,Monday,830,1476,2397,988,5691,2631.1,9357.84,12991.74,7044.44,32025.12
2020-03-24,24,Mar,2020,Tuesday,3369,2113,5638,298,11418,10679.73,13396.42,30557.96,2124.74,56758.85
2020-03-25,25,Mar,2020,Wednesday,562,252,2253,1353,4420,1781.54,1597.68,12211.26,9646.89,25237.37
2020-03-26,26,Mar,2020,Thursday,2890,1953,3793,387,9023,9161.3,12382.02,20558.06,2759.31,44860.69
2020-03-27,27,Mar,2020,Friday,3482,2856,2013,1166,9517,11037.94,18107.04,10910.46,8313.58,48369.020000000004
2020-03-28,28,Mar,2020,Saturday,5249,2041,3579,1123,11992,16639.33,12939.94,19398.18,8006.99,56984.44
2020-03-29,29,Mar,2020,Sunday,6818,3562,3150,492,14022,21613.06,22583.08,17073.0,3507.96,64777.1
2020-03-30,30,Mar,2020,Monday,4073,3135,3761,1381,12350,12911.41,19875.9,20384.62,9846.53,63018.45999999999
2020-03-31,31,Mar,2020,Tuesday,2045,3308,5141,572,11066,6482.65,20972.72,27864.22,4078.36,59397.950000000004
2020-01-04,4,Jan,2020,Saturday,3083,360,3675,1634,8752,9773.11,2282.4,19918.5,11650.42,43624.43
2020-02-04,4,Feb,2020,Tuesday,2255,3140,5490,681,11566,7148.35,19907.6,29755.8,4855.53,61667.28
2020-03-04,4,Mar,2020,Wednesday,5263,3276,4227,1834,14600,16683.71,20769.84,22910.34,13076.42,73440.31
2020-04-04,4,Apr,2020,Saturday,671,513,5396,655,7235,2127.07,3252.42,29246.32,4670.15,39295.96
2020-05-04,4,May,2020,Monday,6298,1831,4908,1788,14825,19964.66,11608.54,26601.36,12748.44,70923.0
2020-06-04,4,Jun,2020,Thursday,7463,3772,4952,1253,17440,23657.71,23914.48,26839.84,8933.89,83345.92
2020-07-04,4,Jul,2020,Saturday,1427,2026,4561,1087,9101,4523.59,12844.84,24720.62,7750.31,49839.36
2020-08-04,4,Aug,2020,Tuesday,1998,2878,5085,1013,10974,6333.66,18246.52,27560.7,7222.69,59363.57000000001
2020-09-04,4,Sep,2020,Friday,471,2196,3111,1589,7367,1493.07,13922.64,16861.62,11329.57,43606.899999999994
2020-10-04,4,Oct,2020,Sunday,7131,837,5763,1900,15631,22605.27,5306.58,31235.46,13547.0,72694.31
2020-11-04,4,Nov,2020,Wednesday,4706,1108,3126,1174,10114,14918.02,7024.72,16942.92,8370.62,47256.280000000006
2020-12-04,4,Dec,2020,Friday,7478,3588,2513,503,14082,23705.26,22747.92,13620.46,3586.39,63660.02999999999
2020-04-13,13,Apr,2020,Monday,2106,705,389,1826,5026,6676.02,4469.7,2108.38,13019.38,26273.480000000003
2020-04-14,14,Apr,2020,Tuesday,1420,3558,2410,1412,8800,4501.4,22557.72,13062.2,10067.56,50188.880000000005
2020-04-15,15,Apr,2020,Wednesday,6254,1698,2974,1881,12807,19825.18,10765.32,16119.08,13411.53,60121.11
2020-04-16,16,Apr,2020,Thursday,5922,652,3304,892,10770,18772.74,4133.68,17907.68,6359.96,47174.060000000005
2020-04-17,17,Apr,2020,Friday,361,1444,4276,1555,7636,1144.37,9154.96,23175.92,11087.15,44562.4
2020-04-18,18,Apr,2020,Saturday,1368,1388,3156,1366,7278,4336.56,8799.92,17105.52,9739.58,39981.58
2020-04-19,19,Apr,2020,Sunday,4458,1465,3442,674,10039,14131.86,9288.1,18655.64,4805.62,46881.22
2020-04-20,20,Apr,2020,Monday,7402,409,5613,844,14268,23464.34,2593.06,30422.46,6017.72,62497.58
2020-04-21,21,Apr,2020,Tuesday,4245,1637,2674,807,9363,13456.65,10378.58,14493.08,5753.91,44082.22
2020-04-22,22,Apr,2020,Wednesday,3403,846,4319,1598,10166,10787.51,5363.64,23408.98,11393.74,50953.87
2020-04-23,23,Apr,2020,Thursday,4645,3174,3706,415,11940,14724.65,20123.16,20086.52,2958.95,57893.28
2020-04-24,24,Apr,2020,Friday,4015,3412,1557,1875,10859,12727.55,21632.08,8438.94,13368.75,56167.32000000001
2020-04-25,25,Apr,2020,Saturday,3137,2329,4849,564,10879,9944.29,14765.86,26281.58,4021.32,55013.05
2020-04-26,26,Apr,2020,Sunday,7282,1620,4748,1109,14759,23083.94,10270.8,25734.16,7907.17,66996.06999999999
2020-04-27,27,Apr,2020,Monday,3535,637,1523,494,6189,11205.95,4038.58,8254.66,3522.22,27021.410000000003
2020-04-28,28,Apr,2020,Tuesday,2801,3690,2208,1588,10287,8879.17,23394.6,11967.36,11322.44,55563.57
2020-04-29,29,Apr,2020,Wednesday,2095,2268,2496,1614,8473,6641.15,14379.12,13528.32,11507.82,46056.409999999996
2020-04-30,30,Apr,2020,Thursday,507,1577,5922,1640,9646,1607.19,9998.18,32097.24,11693.2,55395.81
2020-01-05,5,Jan,2020,Sunday,579,992,4381,1318,7270,1835.43,6289.28,23745.02,9397.34,41267.07
2020-02-05,5,Feb,2020,Wednesday,5498,3216,4058,1568,14340,17428.66,20389.44,21994.36,11179.84,70992.3
2020-03-05,5,Mar,2020,Thursday,6344,550,3151,679,10724,20110.48,3487.0,17078.42,4841.27,45517.17
2020-04-05,5,Apr,2020,Sunday,4699,700,2335,544,8278,14895.83,4438.0,12655.7,3878.72,35868.25
2020-05-05,5,May,2020,Tuesday,1034,1321,1440,1865,5660,3277.78,8375.14,7804.8,13297.45,32755.170000000002
2020-06-05,5,Jun,2020,Friday,5082,571,5740,1320,12713,16109.94,3620.14,31110.8,9411.6,60252.48
2020-07-05,5,Jul,2020,Sunday,6505,1204,543,993,9245,20620.85,7633.36,2943.06,7080.09,38277.36
2020-08-05,5,Aug,2020,Wednesday,6307,720,4512,714,12253,19993.19,4564.8,24455.04,5090.82,54103.85
2020-09-05,5,Sep,2020,Saturday,270,1084,5517,1139,8010,855.9,6872.56,29902.14,8121.07,45751.67
2020-10-05,5,Oct,2020,Monday,3719,2498,1328,1852,9397,11789.23,15837.32,7197.76,13204.76,48029.07
2020-11-05,5,Nov,2020,Thursday,7152,2351,5906,969,16378,22671.84,14905.34,32010.52,6908.97,76496.67
2020-12-05,5,Dec,2020,Saturday,2432,1374,485,1237,5528,7709.44,8711.16,2628.7,8819.81,27869.11
2020-05-13,13,May,2020,Wednesday,723,606,1507,619,3455,2291.91,3842.04,8167.94,4413.47,18715.36
2020-05-14,14,May,2020,Thursday,7232,3967,3646,288,15133,22925.44,25150.78,19761.32,2053.44,69890.98000000001
2020-05-15,15,May,2020,Friday,5437,1937,2857,1432,11663,17235.29,12280.58,15484.94,10210.16,55210.97
2020-05-16,16,May,2020,Saturday,639,1059,4478,1029,7205,2025.63,6714.06,24270.76,7336.77,40347.22
2020-05-17,17,May,2020,Sunday,6128,2990,1130,1087,11335,19425.76,18956.6,6124.6,7750.31,52257.27
2020-05-18,18,May,2020,Monday,3964,749,5617,485,10815,12565.88,4748.66,30444.14,3458.05,51216.73
2020-05-19,19,May,2020,Tuesday,4445,2541,5268,431,12685,14090.65,16109.94,28552.56,3073.03,61826.18
2020-05-20,20,May,2020,Wednesday,1118,3278,2032,1187,7615,3544.06,20782.52,11013.44,8463.31,43803.33
2020-05-21,21,May,2020,Thursday,1535,1980,5919,1843,11277,4865.95,12553.2,32080.98,13140.59,62640.72
2020-05-22,22,May,2020,Friday,2941,3361,597,1785,8684,9322.97,21308.74,3235.74,12727.05,46594.5
2020-05-23,23,May,2020,Saturday,559,1204,2591,947,5301,1772.03,7633.36,14043.22,6752.11,30200.72
2020-05-24,24,May,2020,Sunday,6802,1033,3736,763,12334,21562.34,6549.22,20249.12,5440.19,53800.87
2020-05-25,25,May,2020,Monday,6869,2254,354,1311,10788,21774.73,14290.36,1918.68,9347.43,47331.2
2020-05-26,26,May,2020,Tuesday,274,1328,3849,1989,7440,868.58,8419.52,20861.58,14181.57,44331.25
2020-05-27,27,May,2020,Wednesday,2453,1709,5725,1773,11660,7776.01,10835.06,31029.5,12641.49,62282.06
2020-05-28,28,May,2020,Thursday,3095,3337,1124,1094,8650,9811.15,21156.58,6092.08,7800.22,44860.030000000006
2020-05-29,29,May,2020,Friday,4998,878,3286,1329,10491,15843.66,5566.52,17810.12,9475.77,48696.07000000001
2020-05-30,30,May,2020,Saturday,636,812,5787,1930,9165,2016.12,5148.08,31365.54,13760.9,52290.64
2020-05-31,31,May,2020,Sunday,7869,279,1365,1404,10917,24944.73,1768.86,7398.3,10010.52,44122.41
2020-01-06,6,Jan,2020,Monday,898,2300,2217,1852,7267,2846.66,14582.0,12016.14,13204.76,42649.56
2020-02-06,6,Feb,2020,Thursday,7117,1020,2043,1372,11552,22560.89,6466.8,11073.06,9782.36,49883.11
2020-03-06,6,Mar,2020,Friday,5631,2505,4146,1764,14046,17850.27,15881.7,22471.32,12577.32,68780.61
2020-04-06,6,Apr,2020,Monday,6871,2159,5246,851,15127,21781.07,13688.06,28433.32,6067.63,69970.08
2020-05-06,6,May,2020,Wednesday,6182,411,900,813,8306,19596.94,2605.74,4878.0,5796.69,32877.37
2020-06-06,6,Jun,2020,Saturday,7236,3753,825,941,12755,22938.12,23794.02,4471.5,6709.33,57912.97
2020-07-06,6,Jul,2020,Monday,3588,561,5425,1013,10587,11373.96,3556.74,29403.5,7222.69,51556.89
2020-08-06,6,Aug,2020,Thursday,6745,3781,359,760,11645,21381.65,23971.54,1945.78,5418.8,52717.770000000004
2020-09-06,6,Sep,2020,Sunday,6072,3920,4722,1517,16231,19248.24,24852.8,25593.24,10816.21,80510.48999999999
2020-10-06,6,Oct,2020,Tuesday,2335,2035,3490,1459,9319,7401.95,12901.9,18915.8,10402.67,49622.31999999999
2020-11-06,6,Nov,2020,Friday,2590,2344,3338,1697,9969,8210.3,14860.96,18091.96,12099.61,53262.83
2020-12-06,6,Dec,2020,Sunday,1270,3585,4562,899,10316,4025.9,22728.9,24726.04,6409.87,57890.71000000001
2020-06-13,13,Jun,2020,Saturday,385,2601,2794,1475,7255,1220.45,16490.34,15143.48,10516.75,43371.020000000004
2020-06-14,14,Jun,2020,Sunday,6035,1017,5160,941,13153,19130.95,6447.78,27967.2,6709.33,60255.26
2020-06-15,15,Jun,2020,Monday,5326,2046,3202,858,11432,16883.42,12971.64,17354.84,6117.54,53327.439999999995
2020-06-16,16,Jun,2020,Tuesday,7207,2186,4524,1452,15369,22846.19,13859.24,24520.08,10352.76,71578.27
2020-06-17,17,Jun,2020,Wednesday,7923,1589,5022,1160,15694,25115.91,10074.26,27219.24,8270.8,70680.21
2020-06-18,18,Jun,2020,Thursday,628,2018,4204,479,7329,1990.76,12794.12,22785.68,3415.27,40985.829999999994
2020-06-19,19,Jun,2020,Friday,6505,2674,5317,578,15074,20620.85,16953.16,28818.14,4121.14,70513.29
2020-06-20,20,Jun,2020,Saturday,2505,1090,359,1231,5185,7940.85,6910.6,1945.78,8777.03,25574.260000000002
2020-06-21,21,Jun,2020,Sunday,5924,2278,5172,1319,14693,18779.08,14442.52,28032.24,9404.47,70658.31000000001
2020-06-22,22,Jun,2020,Monday,1421,3568,4397,665,10051,4504.57,22621.12,23831.74,4741.45,55698.88
2020-06-23,23,Jun,2020,Tuesday,5767,1968,4435,1050,13220,18281.39,12477.12,24037.7,7486.5,62282.71000000001
2020-06-24,24,Jun,2020,Wednesday,4881,708,2967,1401,9957,15472.77,4488.72,16081.14,9989.13,46031.76
2020-06-25,25,Jun,2020,Thursday,1545,1665,1433,1600,6243,4897.65,10556.1,7766.86,11408.0,34628.61
2020-06-26,26,Jun,2020,Friday,7321,2166,5225,593,15305,23207.57,13732.44,28319.5,4228.09,69487.6
2020-06-27,27,Jun,2020,Saturday,652,3539,1532,1818,7541,2066.84,22437.26,8303.44,12962.34,45769.880000000005
2020-06-28,28,Jun,2020,Sunday,6251,3113,912,1009,11285,19815.67,19736.42,4943.04,7194.17,51689.299999999996
2020-06-29,29,Jun,2020,Monday,4987,689,3240,881,9797,15808.79,4368.26,17560.8,6281.53,44019.380000000005
2020-06-30,30,Jun,2020,Tuesday,5955,2477,1287,839,10558,18877.35,15704.18,6975.54,5982.07,47539.14
2020-01-07,7,Jan,2020,Tuesday,7042,2218,5075,1747,16082,22323.14,14062.12,27506.5,12456.11,76347.87
2020-02-07,7,Feb,2020,Friday,6755,2313,402,1306,10776,21413.35,14664.42,2178.84,9311.78,47568.39
2020-03-07,7,Mar,2020,Saturday,5274,2196,5300,464,13234,16718.58,13922.64,28726.0,3308.32,62675.54
2020-04-07,7,Apr,2020,Tuesday,2838,3126,3597,1855,11416,8996.46,19818.84,19495.74,13226.15,61537.19
2020-05-07,7,May,2020,Thursday,1112,3982,2041,1649,8784,3525.04,25245.88,11062.22,11757.37,51590.51
2020-06-07,7,Jun,2020,Sunday,931,1602,3894,534,6961,2951.27,10156.68,21105.48,3807.42,38020.85
2020-07-07,7,Jul,2020,Tuesday,1619,984,2569,509,5681,5132.23,6238.56,13923.98,3629.17,28923.940000000002
2020-08-07,7,Aug,2020,Friday,4730,3567,1660,468,10425,14994.1,22614.78,8997.2,3336.84,49942.92
2020-09-07,7,Sep,2020,Monday,5826,1949,1695,947,10417,18468.42,12356.66,9186.9,6752.11,46764.09
2020-10-07,7,Oct,2020,Wednesday,5757,3956,3032,489,13234,18249.69,25081.04,16433.44,3486.57,63250.74
2020-11-07,7,Nov,2020,Saturday,1740,1954,2232,1070,6996,5515.8,12388.36,12097.44,7629.1,37630.7
2020-12-07,7,Dec,2020,Monday,6091,2022,5161,1536,14810,19308.47,12819.48,27972.62,10951.68,71052.25
2020-07-13,13,Jul,2020,Monday,2916,2414,1553,1352,8235,9243.72,15304.76,8417.26,9639.76,42605.5
2020-07-14,14,Jul,2020,Tuesday,1738,1090,3726,1167,7721,5509.46,6910.6,20194.92,8320.71,40935.69
2020-07-15,15,Jul,2020,Wednesday,6666,3936,5854,1631,18087,21131.22,24954.24,31728.68,11629.03,89443.17000000001
2020-07-16,16,Jul,2020,Thursday,5642,3675,5798,1722,16837,17885.14,23299.5,31425.16,12277.86,84887.66
2020-07-17,17,Jul,2020,Friday,2254,1742,5445,1436,10877,7145.18,11044.28,29511.9,10238.68,57940.04
2020-07-18,18,Jul,2020,Saturday,6410,3537,2997,1426,14370,20319.7,22424.58,16243.74,10167.38,69155.4
2020-07-19,19,Jul,2020,Sunday,2587,1595,3026,1796,9004,8200.79,10112.3,16400.92,12805.48,47519.48999999999
2020-07-20,20,Jul,2020,Monday,2757,1859,4866,909,10391,8739.69,11786.06,26373.72,6481.17,53380.64
2020-07-21,21,Jul,2020,Tuesday,5099,2948,2316,413,10776,16163.83,18690.32,12552.72,2944.69,50351.560000000005
2020-07-22,22,Jul,2020,Wednesday,3559,3907,2381,1671,11518,11282.03,24770.38,12905.02,11914.23,60871.66
2020-07-23,23,Jul,2020,Thursday,2261,1094,2609,863,6827,7167.37,6935.96,14140.78,6153.19,34397.3
2020-07-24,24,Jul,2020,Friday,6566,1825,1842,1471,11704,20814.22,11570.5,9983.64,10488.23,52856.59
2020-07-25,25,Jul,2020,Saturday,4786,2858,1650,1965,11259,15171.62,18119.72,8943.0,14010.45,56244.79000000001
2020-07-26,26,Jul,2020,Sunday,2090,265,5799,1648,9802,6625.3,1680.1,31430.58,11750.24,51486.22
2020-07-27,27,Jul,2020,Monday,1470,1850,937,1545,5802,4659.9,11729.0,5078.54,11015.85,32483.29
2020-07-28,28,Jul,2020,Tuesday,5300,583,1663,875,8421,16801.0,3696.22,9013.46,6238.75,35749.43
2020-07-29,29,Jul,2020,Wednesday,7852,2253,4396,1006,15507,24890.84,14284.02,23826.32,7172.78,70173.96
2020-07-30,30,Jul,2020,Thursday,7631,691,4155,989,13466,24190.27,4380.94,22520.1,7051.57,58142.88
2020-07-31,31,Jul,2020,Friday,4207,3750,3322,1958,13237,13336.19,23775.0,18005.24,13960.54,69076.97
2020-01-08,8,Jan,2020,Wednesday,7352,3721,993,312,12378,23305.84,23591.14,5382.06,2224.56,54503.59999999999
2020-02-08,8,Feb,2020,Saturday,837,2214,5267,601,8919,2653.29,14036.76,28547.14,4285.13,49522.32
2020-03-08,8,Mar,2020,Sunday,6488,1670,1027,650,9835,20566.96,10587.8,5566.34,4634.5,41355.6
2020-04-08,8,Apr,2020,Wednesday,4960,917,4498,897,11272,15723.2,5813.78,24379.16,6395.61,52311.75
2020-05-08,8,May,2020,Friday,7615,3900,3950,465,15930,24139.55,24726.0,21409.0,3315.45,73590.0
2020-06-08,8,Jun,2020,Monday,6114,3912,1765,1400,13191,19381.38,24802.08,9566.3,9982.0,63731.76000000001
2020-07-08,8,Jul,2020,Wednesday,5640,3427,2042,967,12076,17878.8,21727.18,11067.64,6894.71,57568.329999999994
2020-08-08,8,Aug,2020,Saturday,5592,3163,5337,896,14988,17726.64,20053.42,28926.54,6388.48,73095.08
2020-09-08,8,Sep,2020,Tuesday,4900,2654,526,1236,9316,15533.0,16826.36,2850.92,8812.68,44022.96
2020-10-08,8,Oct,2020,Thursday,5291,2556,890,897,9634,16772.47,16205.04,4823.8,6395.61,44196.920000000006
2020-11-08,8,Nov,2020,Sunday,390,2360,1752,1962,6464,1236.3,14962.4,9495.84,13989.06,39683.6
2020-12-08,8,Dec,2020,Tuesday,5064,2230,3767,1737,12798,16052.88,14138.2,20417.14,12384.81,62993.03
2020-08-13,13,Aug,2020,Thursday,6461,1235,3544,807,12047,20481.37,7829.9,19208.48,5753.91,53273.66
2020-08-14,14,Aug,2020,Friday,4515,3717,1850,1181,11263,14312.55,23565.78,10027.0,8420.53,56325.86
2020-08-15,15,Aug,2020,Saturday,4647,2627,2782,1311,11367,14730.99,16655.18,15078.44,9347.43,55812.04
2020-08-16,16,Aug,2020,Sunday,1717,3350,3591,905,9563,5442.89,21239.0,19463.22,6452.65,52597.76
2020-08-17,17,Aug,2020,Monday,1150,3698,5637,1039,11524,3645.5,23445.32,30552.54,7408.07,65051.43
2020-08-18,18,Aug,2020,Tuesday,7607,1719,3693,1170,14189,24114.19,10898.46,20016.06,8342.1,63370.80999999999
2020-08-19,19,Aug,2020,Wednesday,467,460,2381,388,3696,1480.39,2916.4,12905.02,2766.44,20068.25
2020-08-20,20,Aug,2020,Thursday,7946,3462,2743,1385,15536,25188.82,21949.08,14867.06,9875.05,71880.01
2020-08-21,21,Aug,2020,Friday,5754,3373,1344,253,10724,18240.18,21384.82,7284.48,1803.89,48713.369999999995
2020-08-22,22,Aug,2020,Saturday,2437,299,803,481,4020,7725.29,1895.66,4352.26,3429.53,17402.74
2020-08-23,23,Aug,2020,Sunday,4555,3442,3065,1166,12228,14439.35,21822.28,16612.3,8313.58,61187.509999999995
2020-08-24,24,Aug,2020,Monday,2551,1380,2813,1095,7839,8086.67,8749.2,15246.46,7807.35,39889.68
2020-08-25,25,Aug,2020,Tuesday,6047,3509,3053,1671,14280,19168.99,22247.06,16547.26,11914.23,69877.54
2020-08-26,26,Aug,2020,Wednesday,2857,1069,556,610,5092,9056.69,6777.46,3013.52,4349.3,23196.97
2020-08-27,27,Aug,2020,Thursday,5214,1215,392,1566,8387,16528.38,7703.1,2124.64,11165.58,37521.700000000004
2020-08-28,28,Aug,2020,Friday,4554,2852,4793,1444,13643,14436.18,18081.68,25978.06,10295.72,68791.64
2020-08-29,29,Aug,2020,Saturday,1343,1513,5173,1474,9503,4257.31,9592.42,28037.66,10509.62,52397.01
2020-08-31,31,Aug,2020,Monday,2698,1099,2721,392,6910,8552.66,6967.66,14747.82,2794.96,33063.1
2020-01-09,9,Jan,2020,Thursday,7579,2422,3132,676,13809,24025.43,15355.48,16975.44,4819.88,61176.23
2020-02-09,9,Feb,2020,Sunday,3884,2801,5577,724,12986,12312.28,17758.34,30227.34,5162.12,65460.08000000001
2020-03-09,9,Mar,2020,Monday,1154,3376,2422,1567,8519,3658.18,21403.84,13127.24,11172.71,49361.97
2020-04-09,9,Apr,2020,Thursday,3959,296,2247,1317,7819,12550.03,1876.64,12178.74,9390.21,35995.619999999995
2020-05-09,9,May,2020,Saturday,1353,3066,4202,350,8971,4289.01,19438.44,22774.84,2495.5,48997.78999999999
2020-06-09,9,Jun,2020,Tuesday,3085,2323,768,1164,7340,9779.45,14727.82,4162.56,8299.32,36969.15
2020-07-09,9,Jul,2020,Thursday,2922,1978,2684,1737,9321,9262.74,12540.52,14547.28,12384.81,48735.35
2020-08-09,9,Aug,2020,Sunday,7827,1586,1152,1924,12489,24811.59,10055.24,6243.84,13718.12,54828.79
2020-09-09,9,Sep,2020,Wednesday,4827,937,1874,676,8314,15301.59,5940.58,10157.08,4819.88,36219.13
2020-10-09,9,Oct,2020,Friday,5596,1247,773,1207,8823,17739.32,7905.98,4189.66,8605.91,38440.869999999995
2020-11-09,9,Nov,2020,Monday,1675,1849,289,646,4459,5309.75,11722.66,1566.38,4605.98,23204.77
2020-12-09,9,Dec,2020,Wednesday,7690,3351,4785,473,16299,24377.3,21245.34,25934.7,3372.49,74929.83
2020-09-13,13,Sep,2020,Sunday,5645,902,3472,1742,11761,17894.65,5718.68,18818.24,12420.46,54852.030000000006
2020-09-14,14,Sep,2020,Monday,3117,809,313,999,5238,9880.89,5129.06,1696.46,7122.87,23829.28
2020-09-15,15,Sep,2020,Tuesday,1666,873,5089,749,8377,5281.22,5534.82,27582.38,5340.37,43738.79
2020-09-16,16,Sep,2020,Wednesday,7649,1336,4958,465,14408,24247.33,8470.24,26872.36,3315.45,62905.38
2020-09-17,17,Sep,2020,Thursday,6262,725,4690,890,12567,19850.54,4596.5,25419.8,6345.7,56212.53999999999
2020-09-18,18,Sep,2020,Friday,6203,346,4179,1150,11878,19663.51,2193.64,22650.18,8199.5,52706.83
2020-09-19,19,Sep,2020,Saturday,2086,1550,4647,863,9146,6612.62,9827.0,25186.74,6153.19,47779.55
2020-09-20,20,Sep,2020,Sunday,2186,2591,906,1458,7141,6929.62,16426.94,4910.52,10395.54,38662.619999999995
2020-09-21,21,Sep,2020,Monday,6347,3865,3217,1497,14926,20119.99,24504.1,17436.14,10673.61,72733.84
2020-09-22,22,Sep,2020,Tuesday,3747,2055,5525,895,12222,11877.99,13028.7,29945.5,6381.35,61233.54
2020-09-23,23,Sep,2020,Wednesday,7282,3770,2963,581,14596,23083.94,23901.8,16059.46,4142.53,67187.73
2020-09-24,24,Sep,2020,Thursday,5963,430,1213,659,8265,18902.71,2726.2,6574.46,4698.67,32902.04
2020-09-25,25,Sep,2020,Friday,5527,2619,3145,1998,13289,17520.59,16604.46,17045.9,14245.74,65416.69
2020-09-26,26,Sep,2020,Saturday,6030,2798,5429,1666,15923,19115.1,17739.32,29425.18,11878.58,78158.18000000001
2020-09-27,27,Sep,2020,Sunday,7841,2658,4542,1550,16591,24855.97,16851.72,24617.64,11051.5,77376.83
2020-09-28,28,Sep,2020,Monday,7065,1287,1520,530,10402,22396.05,8159.58,8238.4,3778.9,42572.93
2020-09-29,29,Sep,2020,Tuesday,4889,3031,5878,685,14483,15498.13,19216.54,31858.76,4884.05,71457.48
2020-09-30,30,Sep,2020,Wednesday,3682,1970,1838,1388,8878,11671.94,12489.8,9961.96,9896.44,44020.14
2020-01-10,10,Jan,2020,Friday,4441,2584,634,1815,9474,14077.97,16382.56,3436.28,12940.95,46837.759999999995
2020-02-10,10,Feb,2020,Monday,7802,980,4616,888,14286,24732.34,6213.2,25018.72,6331.44,62295.700000000004
2020-03-10,10,Mar,2020,Tuesday,7036,2501,690,403,10630,22304.12,15856.34,3739.8,2873.39,44773.65
2020-04-10,10,Apr,2020,Friday,7755,3291,1601,1135,13782,24583.35,20864.94,8677.42,8092.55,62218.259999999995
2020-05-10,10,May,2020,Sunday,1601,3098,991,1709,7399,5075.17,19641.32,5371.22,12185.17,42272.88
2020-06-10,10,Jun,2020,Wednesday,3112,1448,1541,1841,7942,9865.04,9180.32,8352.22,13126.33,40523.91
2020-07-10,10,Jul,2020,Friday,496,2097,4944,1564,9101,1572.32,13294.98,26796.48,11151.32,52815.1
2020-08-10,10,Aug,2020,Monday,5235,3811,1159,722,10927,16594.95,24161.74,6281.78,5147.86,52186.33
2020-09-10,10,Sep,2020,Thursday,3145,3084,5770,457,12456,9969.65,19552.56,31273.4,3258.41,64054.020000000004
2020-10-10,10,Oct,2020,Saturday,6237,3825,5228,1670,16960,19771.29,24250.5,28335.76,11907.1,84264.65000000001
2020-11-10,10,Nov,2020,Tuesday,712,3867,1419,506,6504,2257.04,24516.78,7690.98,3607.78,38072.58
2020-12-10,10,Dec,2020,Thursday,3907,2331,5202,958,12398,12385.19,14778.54,28194.84,6830.54,62189.11000000001
2020-10-13,13,Oct,2020,Tuesday,5120,3815,5191,1211,15337,16230.4,24187.1,28135.22,8634.43,77187.15
2020-10-14,14,Oct,2020,Wednesday,6996,1801,464,955,10216,22177.32,11418.34,2514.88,6809.15,42919.69
2020-10-15,15,Oct,2020,Thursday,605,807,3010,259,4681,1917.85,5116.38,16314.2,1846.67,25195.1
2020-10-16,16,Oct,2020,Friday,4856,2000,3110,1352,11318,15393.52,12680.0,16856.2,9639.76,54569.48
2020-10-17,17,Oct,2020,Saturday,4509,498,1618,1733,8358,14293.53,3157.32,8769.56,12356.29,38576.700000000004
2020-10-18,18,Oct,2020,Sunday,6396,3686,320,1433,11835,20275.32,23369.24,1734.4,10217.29,55596.25
2020-10-19,19,Oct,2020,Monday,7136,1961,274,696,10067,22621.12,12432.74,1485.08,4962.48,41501.42
2020-10-20,20,Oct,2020,Tuesday,4348,3609,5393,1590,14940,13783.16,22881.06,29230.06,11336.7,77230.98
2020-10-21,21,Oct,2020,Wednesday,5888,1707,5456,1086,14137,18664.96,10822.38,29571.52,7743.18,66802.04000000001
2020-10-22,22,Oct,2020,Thursday,3292,810,2741,485,7328,10435.64,5135.4,14856.22,3458.05,33885.31
2020-10-23,23,Oct,2020,Friday,6847,1177,479,1605,10108,21704.99,7462.18,2596.18,11443.65,43207.0
2020-10-24,24,Oct,2020,Saturday,365,2103,4876,1388,8732,1157.05,13333.02,26427.92,9896.44,50814.43
2020-10-25,25,Oct,2020,Sunday,1419,326,264,1598,3607,4498.23,2066.84,1430.88,11393.74,19389.69
2020-10-26,26,Oct,2020,Monday,7209,2924,2261,1299,13693,22852.53,18538.16,12254.62,9261.87,62907.18000000001
2020-10-27,27,Oct,2020,Tuesday,6037,3591,348,264,10240,19137.29,22766.94,1886.16,1882.32,45672.71
2020-10-28,28,Oct,2020,Wednesday,3362,2786,4181,379,10708,10657.54,17663.24,22661.02,2702.27,53684.07
